AÑO;PERIODO;FECHA ENVIO;CODIGO ENTIDAD;ENTIDAD;CODIGO LINEA;LINEA INTERVENCION;CODIGO SERVICIO;NOMBRE SERVICIO;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;CODIGO CENTRO ATENCION;NOMBRE CENTRO ATENCION;N° DE CEM;N° CASOS ATENDIDOS-TOTAL;N° CASOS ATENDIDOS - HOMBRES - TOTAL;N° CASOS ATENDIDOS - MUJERES - TOTAL;N° CASOS ATENDIDOS - VIOLENCIA PSICOLOGICA;N° CASOS ATENDIDOS - VIOLENCIA FISICA;N° CASOS ATENDIDOS - VIOLENCIA SEXUAL;N° CASOS ATENDIDOS - VIOLENCIA ECONÓMICA O PATRIMONIAL;N° CASOS ATENDIDOS - 0_5 - TOTAL;N° CASOS ATENDIDOS - 0_5 - HOMBRES;N° CASOS ATENDIDOS - 0_5 - MUJERES;N° CASOS ATENDIDOS - 6_11 - TOTAL;N° CASOS ATENDIDOS - 6_11 - HOMBRES;N° CASOS ATENDIDOS - 6_11 - MUJERES;N° CASOS ATENDIDOS - 12_17 - TOTAL;N° CASOS ATENDIDOS - 12_17 - HOMBRES;N° CASOS ATENDIDOS - 12_17 - MUJERES;N° CASOS ATENDIDOS - 18_25 - TOTAL;N° CASOS ATENDIDOS - 18_25  - HOMBRES;N° CASOS ATENDIDOS - 18_25 - MUJERES;N° CASOS ATENDIDOS - 18_29 - TOTAL;N° CASOS ATENDIDOS - 18_29  - HOMBRES;N° CASOS ATENDIDOS - 18_29 - MUJERES;N° CASOS ATENDIDOS - 26_35 - TOTAL;N° CASOS ATENDIDOS - 26_35 - HOMBRES;N° CASOS ATENDIDOS - 26_35 - MUJERES;N° CASOS ATENDIDOS - 36_45 - TOTAL;N° CASOS ATENDIDOS - 36_45 - HOMBRES;N° CASOS ATENDIDOS - 36_45 - MUJERES;N° CASOS ATENDIDOS - 30_59 - TOTAL;N° CASOS ATENDIDOS - 30_59 - HOMBRES;N° CASOS ATENDIDOS - 30_59 - MUJERES;N° CASOS ATENDIDOS - 46_59 - TOTAL;N° CASOS ATENDIDOS - 46_59 - HOMBRES;N° CASOS ATENDIDOS - 46_59 - MUJERES;N° CASOS ATENDIDOS - 60_MÁS - TOTAL;N° CASOS ATENDIDOS - 60_MÁS - HOMBRES;N° CASOS ATENDIDOS - 60_MÁS - MUJERES;N° DE ACTIVIDADES - TOTAL
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;200601;PIURA;SULLANA;SULLANA;COM024;CEM COMISARÍA NUEVA SULLANA;1;622;76;546;236;351;34;1;12;6;6;62;26;36;66;18;48;;;;205;9;196;;;;;;;255;13;242;;;;22;4;18;18 347
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;80601;CUSCO;CANCHIS;SICUANI;COM025;CEM COMISARIA SICUANI;1;522;41;481;212;286;24;0;6;3;3;25;14;11;34;6;28;;;;157;3;154;;;;;;;276;8;268;;;;24;7;17;18 328
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120604;JUNÍN;SATIPO;MAZAMARI;COM026;CEM COMISARÍA MAZAMARI;1;495;56;439;202;195;98;0;20;11;9;34;14;20;99;16;83;;;;138;4;134;;;;;;;187;8;179;;;;17;3;14;9 608
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;180104;MOQUEGUA;MARISCAL NIETO;SAMEGUA;COM027;CEM COMISARÍA SAMEGUA;1;217;19;198;117;83;17;0;2;0;2;20;9;11;18;3;15;;;;44;2;42;;;;;;;101;1;100;;;;32;4;28;8 125
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150137;LIMA;LIMA;SANTA ANITA;COM028;CEM COMISARÍA SANTA ANITA;1;1 114;116;998;524;467;111;12;40;12;28;94;34;60;100;19;81;;;;349;9;340;;;;;;;449;24;425;;;;82;18;64;15 110
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;211101;PUNO;SAN ROMÁN;JULIACA;COM029;CEM COMISARÍA SANTA BARBARA;1;878;58;820;327;472;73;6;17;10;7;34;10;24;72;14;58;;;;260;3;257;;;;;;;457;12;445;;;;38;9;29;23 300
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;210101;PUNO;PUNO;PUNO;COM030;CEM COMISARÍA PUNO;1;529;38;491;220;245;62;2;6;0;6;22;6;16;47;7;40;;;;174;4;170;;;;;;;239;9;230;;;;41;12;29;19 603
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;21801;ÁNCASH;SANTA;CHIMBOTE;COM031;CEM COMISARÍA CHIMBOTE;1;919;164;755;469;418;29;3;18;11;7;51;26;25;51;15;36;;;;256;15;241;;;;;;;436;56;380;;;;107;41;66;25 087
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;240101;TUMBES;TUMBES;TUMBES;COM032;CEM COMISARÍA DE FAMILIA TUMBES;1;1 185;150;1 035;550;597;37;1;27;13;14;126;61;65;103;38;65;;;;411;9;402;;;;;;;483;16;467;;;;35;13;22;17 755
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;90101;HUANCAVELICA;HUANCAVELICA;HUANCAVELICA;COM033;CEM COMISARÍA HUANCAVELICA;1;393;30;363;148;197;47;1;4;2;2;34;12;22;44;8;36;;;;125;3;122;;;;;;;168;0;168;;;;18;5;13;27 151
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150121;LIMA;LIMA;PUEBLO LIBRE;COM034;CEM COMISARÍA PUEBLO LIBRE;1;617;106;511;406;164;42;5;23;12;11;86;38;48;72;17;55;;;;121;4;117;;;;;;;225;10;215;;;;90;25;65;21 367
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;130705;LA LIBERTAD;PACASMAYO;SAN JOSÉ;COM035;CEM COMISARÍA SAN JOSÉ;1;238;27;211;79;132;27;0;17;9;8;29;9;20;32;3;29;;;;73;0;73;;;;;;;68;2;66;;;;19;4;15;11734
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150119;LIMA;LIMA;LIMA;COM036;CEM COMISARÍA LURÍN;1;1144;136;1008;554;480;107;3;33;12;21;113;55;58;140;38;102;;;;312;6;306;;;;;;;504;7;497;;;;42;18;24;13998
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150130;LIMA;LIMA;SAN BORJA;COM037;CEM COMISARÍA SAN BORJA;1;506;96;410;262;183;57;4;25;12;13;50;25;25;53;18;35;;;;94;6;88;;;;;;;222;21;201;;;;62;14;48;6091
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;100102;HUÁNUCO;HUÁNUCO;AMARILIS;COM038;CEM COMISARÍA AMARILIS;1;1280;103;1177;599;606;75;0;19;8;11;66;25;41;124;28;96;;;;389;8;381;;;;;;;622;18;604;;;;60;16;44;25128
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150605;LIMA;HUARAL;CHANCAY;COM039;CEM COMISARÍA CHANCAY;1;844;120;724;434;323;82;5;39;16;23;110;51;59;98;24;74;;;;219;4;215;;;;;;;345;18;327;;;;33;7;26;15467
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110101;ICA;ICA;ICA;COM040;CEM COMISARÍA ICA;1;1344;151;1193;633;525;178;8;35;15;20;150;53;97;156;30;126;;;;402;11;391;;;;;;;532;18;514;;;;69;24;45;30675
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220805;SAN MARTÍN;RIOJA;PARDO MIGUEL;COM041;CEM COMISARÍA NARANJOS;1;525;57;468;261;213;51;0;19;9;10;86;29;57;65;15;50;;;;153;0;153;;;;;;;194;3;191;;;;8;1;7;11653
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;30216;APURÍMAC;ANDAHUAYLAS;TALAVERA;COM042;CEM COMISARÍA TALAVERA;1;754;70;684;354;374;26;0;8;6;2;44;17;27;65;22;43;;;;213;3;210;;;;;;;381;12;369;;;;43;10;33;28209
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150103;LIMA;LIMA;ATE;COM043;CEM COMISARÍA VITARTE;1;1275;243;1032;579;547;146;3;137;73;64;202;99;103;194;35;159;;;;309;8;301;;;;;;;393;8;385;;;;40;20;20;20460
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;40112;AREQUIPA;AREQUIPA;PAUCARPATA;COM044;CEM COMISARÍA CAMPO MARTE;1;1986;315;1671;1185;676;107;18;102;41;61;274;125;149;256;80;176;;;;337;17;320;;;;;;;803;12;791;;;;214;40;174;54098
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110201;ICA;CHINCHA;CHINCHA ALTA;COM045;CEM COMISARÍA CHINCHA;1;1090;70;1020;541;476;71;2;25;6;19;66;19;47;96;13;83;;;;344;4;340;;;;;;;514;18;496;;;;45;10;35;29867
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150135;LIMA;LIMA;SAN MARTIN DE PORRES;COM046;CEM COMISARÍA CONDEVILLA;1;1021;178;843;540;400;68;13;47;30;17;105;54;51;119;37;82;;;;236;8;228;;;;;;;412;17;395;;;;102;32;70;19112
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150801;LIMA;HUAURA;HUACHO;COM047;CEM COMISARÍA HUACHO;1;1206;142;1064;518;650;36;2;32;12;20;112;59;53;106;22;84;;;;385;7;378;;;;;;;504;24;480;;;;67;18;49;22239
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150716;LIMA;HUAROCHIRI;SAN ANTONIO;COM048;CEM COMISARÍA JICAMARCA;1;1032;100;932;384;466;171;11;37;23;14;102;37;65;159;23;136;;;;295;4;291;;;;;;;419;3;416;;;;20;10;10;19021
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;190306;PASCO;OXAPAMPA;PUERTO BERMUDEZ;COM049;CEM COMISARÍA PUERTO BERMUDEZ;1;259;25;234;76;134;48;1;5;3;2;26;6;20;45;3;42;;;;83;6;77;;;;;;;92;5;87;;;;8;2;6;8470
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150103;LIMA;LIMA;ATE;COM050;CEM COMISARÍA SANTA CLARA;1;1058;139;919;442;535;76;5;65;29;36;104;46;58;136;37;99;;;;297;7;290;;;;;;;433;12;421;;;;23;8;15;26549
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;40107;AREQUIPA;AREQUIPA;JACOBO HUNTER;COM051;CEM COMISARÍA ANDRES AVELINO CACERES;1;1664;335;1329;1066;450;132;16;155;70;85;267;115;152;217;67;150;;;;266;17;249;;;;;;;612;29;583;;;;147;37;110;49692
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150201;LIMA;BARRANCA;BARRANCA;COM052;CEM COMISARÍA BARRANCA;1;1027;125;902;441;511;67;8;31;11;20;65;28;37;119;28;91;;;;333;9;324;;;;;;;411;25;386;;;;68;24;44;22743
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;40501;AREQUIPA;CAYLLOMA;CHIVAY;COM053;CEM COMISARÍA CHIVAY;1;590;99;491;288;249;52;1;40;17;23;80;41;39;69;18;51;;;;103;9;94;;;;;;;253;10;243;;;;45;4;41;19015
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;COM054;CEM COMISARÍA DE FAMILIA CANTO REY;1;914;136;778;476;359;78;1;44;23;21;81;38;43;73;14;59;;;;251;12;239;;;;;;;404;30;374;;;;61;19;42;12832
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;180101;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;COM055;CEM COMISARÍA SAN ANTONIO;1;374;42;332;201;147;25;1;18;11;7;35;12;23;48;16;32;;;;85;1;84;;;;;;;181;2;179;;;;7;0;7;15576
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;80106;CUSCO;CUSCO;SANTIAGO;COM056;CEM COMISARÍA SANTIAGO;1;923;115;808;428;455;38;2;23;14;9;65;34;31;86;21;65;;;;258;8;250;;;;;;;426;20;406;;;;65;18;47;27615
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;70101;CALLAO;CALLAO;CALLAO;COM057;CEM COMISARÍA SAN JUAN INGUNZA VALDIVIA;1;646;103;543;266;300;79;1;47;28;19;75;28;47;82;22;60;;;;138;6;132;;;;;;;270;13;257;;;;34;6;28;15306
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150114;LIMA;LIMA;LA MOLINA;COM058;CEM COMISARÍA LA MOLINA;1;581;128;453;201;309;70;1;45;29;16;83;44;39;76;17;59;;;;102;7;95;;;;;;;223;17;206;;;;52;14;38;9993
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150115;LIMA;LIMA;LA VICTORIA;COM059;CEM COMISARÍA APOLO;1;916;110;806;440;350;121;5;38;16;22;93;35;58;111;18;93;;;;237;6;231;;;;;;;371;22;349;;;;66;13;53;14386
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;20801;ÁNCASH;CASMA;CASMA;COM060;CEM COMISARÍA CASMA;1;897;179;718;400;411;83;3;56;32;24;130;75;55;136;28;108;;;;230;10;220;;;;;;;308;26;282;;;;37;8;29;29196
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120801;JUNÍN;YAULI;LA OROYA;COM061;CEM COMISARÍA LA OROYA;1;605;126;479;235;341;29;0;72;34;38;101;43;58;86;25;61;;;;120;7;113;;;;;;;199;7;192;;;;27;10;17;11688
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;110102;ICA;ICA;LA TINGUIÑA;COM062;CEM COMISARÍA LA TINGUIÑA;1;607;46;561;281;268;55;3;17;10;7;41;16;25;54;8;46;;;;175;1;174;;;;;;;301;7;294;;;;19;4;15;18789
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150125;LIMA;LIMA;PUENTE PIEDRA;COM063;CEM COMISARÍA PUENTE PIEDRA;1;1502;168;1334;784;546;167;5;37;16;21;147;68;79;183;29;154;;;;425;4;421;;;;;;;656;33;623;;;;54;18;36;23348
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;80101;CUSCO;CUSCO;CUSCO;COM064;CEM COMISARÍA TAHUANTINSUYO;1;561;86;475;284;269;7;1;16;9;7;42;22;20;35;8;27;;;;147;11;136;;;;;;;268;24;244;;;;53;12;41;11521
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;220101;SAN MARTÍN;MOYOBAMBA;MOYOBAMBA;COM065;CEM COMISARÍA UCHUGLLA;1;671;113;558;350;289;30;2;38;23;15;83;44;39;92;26;66;;;;199;7;192;;;;;;;246;11;235;;;;13;2;11;9042
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;40103;AREQUIPA;AREQUIPA;CAYMA;COM066;CEM COMISARÍA ACEQUIA ALTA;1;1108;178;930;682;333;91;2;58;28;30;167;66;101;129;35;94;;;;231;13;218;;;;;;;471;23;448;;;;52;13;39;33157
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;90106;HUANCAVELICA;HUANCAVELICA;HUACHOCOLPA;COM067;CEM COMISARÍA HUACHOCOLPA;1;179;22;157;147;22;10;0;5;1;4;24;14;10;29;5;24;;;;54;0;54;;;;;;;58;2;56;;;;9;0;9;4699
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;70101;CALLAO;CALLAO;CALLAO;COM068;CEM COMISARÍA PLAYA RIMAC;1;434;81;353;228;174;32;0;27;13;14;63;30;33;57;17;40;;;;118;6;112;;;;;;;144;11;133;;;;25;4;21;8592
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;150131;LIMA;LIMA;SAN ISIDRO;COM069;CEM COMISARÍA SAN ISIDRO;1;503;71;432;237;167;94;5;23;12;11;55;23;32;72;15;57;;;;102;5;97;;;;;;;189;9;180;;;;62;7;55;10337
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;120133;JUNÍN;HUANCAYO;SAPALLANGA;COM070;CEM COMISARÍA SAPALLANGA;1;529;60;469;200;284;42;3;25;7;18;50;24;26;92;22;70;;;;154;2;152;;;;;;;189;2;187;;;;19;3;16;21352
2019;ENE - DIC;14/01/2020;ENT001;PROGRAMA NACIONAL CONTRA LA VIOLENCIA FAMILIAR Y SEXUAL;LIN001;ATENCIÓN INTEGRAL Y MULTIDISCIPLINARIA PARA VICTIMAS DE VIOLENCIA;SER001;CENTRO EMERGENCIA MUJER;21809;ÁNCASH;SANTA;NUEVO CHIMBOTE;COM071;CEM COMISARÍA SECTORIAL BUENOS AIRES;1;1640;255;1385;998;566;72;4;51;24;27;123;48;75;136;33;103;;;;449;19;430;;;;;;;782;91;691;;;;99;40;59;28504
